logo,link,club_name,description,categoryID
https://go.sfss.ca/clubs/166/logo/thumb,https://go.sfss.ca/clubs/166/info,UNICEF - SFU,"Our focus is to advocate, educate, and fundraise to join the global effort of reversing child-focused humanitarian issues in the developing world.",11.0
https://go.sfss.ca/clubs/92/logo/thumb,https://go.sfss.ca/clubs/92/info,University Christian Ministries,To promote the development of spiritual friendships through Biblical teachings and fellowship.,1.0
https://go.sfss.ca/clubs/211/logo/thumb,https://go.sfss.ca/clubs/211/info,UPhoto Photography Club,Everyone who is interested in photography is welcome to join UPhoto. You don't have to be a professional photographer or own a fancy camera to participate in our events. Our goal is simple: to provide those who are interested in photography a platform to have fun and to learn skills from others!,8.0
https://go.sfss.ca/clubs/730/logo/thumb,https://go.sfss.ca/clubs/730/info,Variety for Tomorrow - SFU,"We host events throughout the year to fundraise on behalf of Variety - the Children’s Charity. All of our proceeds support children with special needs in British Columbia. We also offer the opportunity to volunteer at some of Variety’s events, such as the Show of Hearts Telethon, Boat for Hope and their Christmas parties.",7.0
https://go.sfss.ca/clubs/841/logo/thumb,https://go.sfss.ca/clubs/841/info,Vietnamese Canadian League (VCL),VCL is founded by Vietnamese-Canadian university students to empower fellow peers to promote unity and bridge the gap between Vietnamese and Vietnamese-Canadian traditions through leadership and community. We are dedicated to educating the whole person and empowering student leaders for the future in a just and humane world.,6.0
https://go.sfss.ca/clubs/89/logo/thumb,https://go.sfss.ca/clubs/89/info,Vietnamese Student Association,An official group for all Vietnamese students and all those who are interested in Vietnamese culture at Simon Fraser University.,6.0
https://go.sfss.ca/clubs/845/logo/thumb,https://go.sfss.ca/clubs/845/info,VO1SS SFU,"We aim to provide a platform to a diverse group of people regardless of their background, career goals, and orientation. We hope to reach the public through the stories we share and encourage people to connect with the individuals in our articles.",10.0
https://go.sfss.ca/clubs/192/logo/thumb,https://go.sfss.ca/clubs/192/info,Vocal Jazz- SFU,To spread musical joy throughout the SFU campus.,9.0
https://go.sfss.ca/clubs/47/logo/thumb,https://go.sfss.ca/clubs/47/info,Wildlife Conservation - SFU,"We are a group of students dedicated to educating, promoting and supporting conservation efforts. We encourage community engagement through events and provide connections to volunteer and job opportunities.",11.0
https://go.sfss.ca/clubs/729/logo/thumb,https://go.sfss.ca/clubs/729/info,Wings Of Hope,"We stand in solidarity to give Mental Health a voice by fostering an active conversation through awareness and action, and extending a helping hand to those who endure the fight against it every day. Let us all join our hearts and minds to end the stigma against mental health.",3.0
https://go.sfss.ca/clubs/833/logo/thumb,https://go.sfss.ca/clubs/833/info,Women in Clean Tech,"An SFU-Surrey based club that works to promote and educate others about sustainable technology, and connect women who are passionate about clean technology with each other and those who support them. While the focus of this club is to connect and support the female student body interested in this field, all are welcome to join.",5.0
https://go.sfss.ca/clubs/255/logo/thumb,https://go.sfss.ca/clubs/255/info,Women In Engineering,"Women in Engineering club stands for diversity, inclusion, and representation of minorities in engineering. We are a club that aims to empower women in STEM through events with a focus toward outreach, support, and career development.Through these events, WiE promotes engineering among high school students, enhances learning through mentorship, and allows for professional growth through networking.

Women in Engineering Design Team is an interdisciplinary subset of WiE club which focuses on providing a safe space for women and minorities to gain and build their technical skills. WiE Design is a small technical team of 12 members and is currently working on building an IoT garbage-collecting robot controlled via Bluetooth. In light of the COVID-19 pandemic WiE Design has started a PPE initiative to design, 3D-print, and donate face shields and ear savers to healthcare workers, volunteers, and small businesses. Womxn, minorities and allies are all welcome to join our club!",11.0
https://go.sfss.ca/clubs/255/logo/thumb,https://go.sfss.ca/clubs/634/info,Women in STEM,"Women in STEM is a networking club open to those in all fields of the faculty of sciences. It is catered to women, but all are welcome as long as there is an interest in advancement in women in science. We hope to create a supportive environment for those in STEM to pursue careers in their respective fields.",5.0
https://go.sfss.ca/clubs/167/logo/thumb,https://go.sfss.ca/clubs/167/info,World University Services of Canada-SFU,"World University Service of Canada (WUSC) is a Canadian international development non-profit organization dedicated to improving education, employment and empowerment opportunities for youth, women and refugees. WUSC works through 95 universities across Canada through the WUSC Local Committees to support the Student Refugee Program (SRP). For more info, please visit: https://wusc.ca/




The SFU WUSC Local Committee (LC) is a student and volunteer-driven campus organization that runs the SFU Student Refugee Program. The SRP is the only one of its kind to combine resettlement with opportunities for higher education. At SFU, we sponsor 6 refugee students every year. Our LC raise funds and awareness for the program on their campus and in their community. They also play a critical role in offering day-to-day social and academic support to SRP students. For more info, please visit: https://www.sfu.ca/refugeeprograms/students.html",5.0
https://go.sfss.ca/clubs/354/logo/thumb,https://go.sfss.ca/clubs/354/info,Young Liberals of Canada - SFU,The SFU YLC's goals are to ensure adequate representation of youth within the Liberal Party of Canada; promote and espouse the views of Young Liberals on a regular basis internally and externally to the Liberal Party of Canada; develop and educate Young Liberals in the various aspects of the political process.,2.0
https://go.sfss.ca/clubs/146/logo/thumb,https://go.sfss.ca/clubs/146/info,Young Women in Business SFU,"YWiB SFU strives to engage leaders from all faculties through opportunities for personal and professional growth. We encourage members to achieve success on their own terms through our programs that focus on mentorship, networking, philanthropy and tangible skill building.
To join YWiB please apply via our website:
www.ywib.ca/sfu/programs",10.0
